sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,featured,gallery,gift_message_available,has_options,image,image_label,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,price,required_options,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
,,,,"Buddhas/Transzendente Buddhas",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:04",,,,,"Stupa Stein 27cm",,,,0,/h/p/hpim4816_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Stupa Stein 27cm",,,"Product Info Column",,297.0000,0,"Stupa Stein 27cm",/h/p/hpim4816_7.jpg,,,,,1,5,,,"2015-04-07 14:51:49",stupa-stein-27cm,stupa-stein-27cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,"Buddhas/Transzendente Buddhas",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:04",,,,,"Vajradhara teilvergoldete Kupferstatue 20 cm",,,,0,/c/i/cintamani644_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Vajradhara teilvergoldete Kupferstatue 20 cm",,,"Product Info Column",,299.0000,0,"Vajradhara teilvergoldete Kupferstatue 20 cm",/c/i/cintamani644_7.jpg,,,,,1,5,/c/i/cintamani644_7.jpg,,"2015-04-07 14:51:50",vajradhara-teilvergoldete-kupferstatue-20-cm,vajradhara-teilvergoldete-kupferstatue-20-cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/c/i/cintamani644_7.jpg,,1,0
,,,,"Buddhas/Transzendente Buddhas",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:05",,,,,"Medizinbuddha Kupferstatue 8cm",,,,0,/2/0/2007_medizin_b2_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Medizinbuddha Kupferstatue 8cm",,,"Product Info Column",,29.9001,0,"Medizinbuddha Kupferstatue 8cm",/2/0/2007_medizin_b2_7.jpg,,,,,1,5,,,"2015-04-07 14:51:50",medizinbuddha-kupferstatue-8cm,medizinbuddha-kupferstatue-8cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Buddhas/Medizinbuddha,Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:05",,,,,"Medizinbuddha vollvergoldete Kupferstatue 14cm",,,,0,/c/i/cintamani625_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Medizinbuddha vollvergoldete Kupferstatue 14cm",,,"Product Info Column",,241.9999,0,"Medizinbuddha vollvergoldete Kupferstatue 14cm",/c/i/cintamani625_7.jpg,,,,,1,5,/c/i/cintamani625_7.jpg,,"2015-04-07 14:51:50",medizinbuddha-vollvergoldete-kupferstatue-14cm,medizinbuddha-vollvergoldete-kupferstatue-14cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/c/i/cintamani625_7.jpg,,1,0
,,,,Buddhas/Medizinbuddha,Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:05",,,,,"Medizinbuddha vollvergoldete Kupferstatue 38cm",,,,0,/c/i/cintamani269_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Medizinbuddha vollvergoldete Kupferstatue 38cm",,,"Product Info Column",,1599.0000,0,"Medizinbuddha vollvergoldete Kupferstatue 38cm",/c/i/cintamani269_7.jpg,,,,,1,5,/c/i/cintamani269_7.jpg,,"2015-04-07 14:51:50",medizinbuddha-vollvergoldete-kupferstatue-38cm,medizinbuddha-vollvergoldete-kupferstatue-38cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/c/i/cintamani269_7.jpg,,1,0
,,,,Buddhas/Medizinbuddha,Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:05",,,,,"Medizinbuddha Gießstatue 12,5cm",,,,0,/2/0/2007_g7_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Medizinbuddha Gießstatue 12,5cm",,,"Product Info Column",,19.5001,0,"Medizinbuddha Gießstatue 12,5cm",/2/0/2007_g7_7.jpg,,,,,1,5,,,"2015-04-07 14:51:50",medizinbuddha-giessstatue-12-5cm,medizinbuddha-giessstatue-12-5cm.html,4,10.0000,2.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Buddhas/Medizinbuddha,Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:05",,,,,"Diese Statue ist nicht frostsicher",,,,0,/2/0/2007_st3_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Parinirvana Stein 4,5hoch 13cm lang",,,"Product Info Column",,50.0000,0,"Parinirvana Stein 4,5hoch 13cm lang",/2/0/2007_st3_7.jpg,,,,,1,5,,,"2015-04-07 14:51:50",parinirvana-stein-4-5hoch-13cm-lang,parinirvana-stein-4-5hoch-13cm-lang.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,"Buddhas/ Shakyamuni",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:05",,,,,"Parinirvana vollvergoldete Kupferstatue 17cm hoch 29cm lang",,,,0,/c/i/cintamani620_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Parinirvana vollvergoldete Kupferstatue 17cm hoch 29cm lang",,,"Product Info Column",,899.0000,0,"Parinirvana vollvergoldete Kupferstatue 17cm hoch 29cm lang",/c/i/cintamani620_7.jpg,,,,,1,5,/c/i/cintamani620_7.jpg,,"2015-04-07 14:51:50",parinirvana-vollvergoldete-kupferstatue-17cm-hoch-29cm-lang,parinirvana-vollvergoldete-kupferstatue-17cm-hoch-29cm-lang.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/c/i/cintamani620_7.jpg,,1,0
,,,,"Buddhas/ Shakyamuni",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:05",,,,,"Buddha u. Mucilinda Gießstatue 13cm",,,,0,/2/0/2007_g9_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Buddha u. Mucilinda Gießstatue 13cm",,,"Product Info Column",,25.0000,0,"Buddha u. Mucilinda Gießstatue 13cm",/2/0/2007_g9_7.jpg,,,,,1,5,,,"2015-04-07 14:51:50",buddha-u-mucilinda-giessstatue-13cm,buddha-u-mucilinda-giessstatue-13cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,"Buddhas/ Shakyamuni",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:05",,,,,"Amoghasidhi Holzstatue 15,5 cm",,,,0,/2/0/2007_h_1_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Amoghasidhi Holzstatue 15,5 cm",,,"Product Info Column",,35.0000,0,"Amoghasidhi Holzstatue 15,5 cm",/2/0/2007_h_1_7.jpg,,,,,1,5,,,"2015-04-07 14:51:50",amoghasidhi-holzstatue-15-5-cm,amoghasidhi-holzstatue-15-5-cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,"Buddhas/Amoghasidi ",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:05",,,,,"Amoghasidhi Kupferstatue 20cm",,,,0,/2/0/2007_shakya_2_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Amoghasidhi Kupferstatue 20cm",,,"Product Info Column",,250.0000,0,"Amoghasidhi Kupferstatue 20cm",/2/0/2007_shakya_2_7.jpg,,,,,1,5,,,"2015-04-07 14:51:50",amoghasidhi-kupferstatue-20cm,amoghasidhi-kupferstatue-20cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,"Buddhas/Amoghasidi ",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:05",,,,,"Amoghasidhi Kupferstatue 8cm",,,,0,no_selection,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Amoghasidhi Kupferstatue 8cm",,,"Product Info Column",,40.0000,0,"Amoghasidhi Kupferstatue 8cm",no_selection,,,,,1,5,no_selection,,"2015-04-10 12:35:59",amoghasidhi-kupferstatue-8cm,amoghasidhi-kupferstatue-8cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,"Buddhas/Amoghasidi ",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:05",,,,,"Amoghasidhi teilvergoldete Kupferstatue 8cm",,,,0,/2/0/2007_amoghasidhi_1_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Amoghasidhi teilvergoldete Kupferstatue 8cm",,,"Product Info Column",,49.0000,0,"Amoghasidhi teilvergoldete Kupferstatue 8cm",/2/0/2007_amoghasidhi_1_7.jpg,,,,,1,5,,,"2015-04-07 14:51:50",amoghasidhi-teilvergoldete-kupferstatue-8cm,amoghasidhi-teilvergoldete-kupferstatue-8cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,"Buddhas/Amoghasidi ",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:05",,,,,"Amoghasidhi Gießstatue 12,5 cm",,,,0,/2/0/2007_g4_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Amoghasidhi Gießstatue 12,5 cm",,,"Product Info Column",,19.5001,0,"Amoghasidhi Gießstatue 12,5 cm",/2/0/2007_g4_7.jpg,,,,,1,5,no_selection,,"2015-04-07 14:51:51",amoghasidhi-giessstatue-12-5-cm,amoghasidhi-giessstatue-12-5-cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,"Buddhas/Amoghasidi ",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:05",,,,,"Amoghasidhi Silberstatue 5 cm",,,,0,/2/0/2007_silb3_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Amoghasidhi Silberstatue 5 cm",,,"Product Info Column",,200.0000,0,"Amoghasidhi Silberstatue 5 cm",/2/0/2007_silb3_7.jpg,,,,,1,5,,,"2015-04-07 14:51:51",amoghasidhi-silberstatue-5-cm,amoghasidhi-silberstatue-5-cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,"Buddhas/Amoghasidi ",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:06",,,,,"Alle fünf Transzendenten Buddhas sind im Set zum Sonderpreis für 230,00 Euro bestellbar.",,,,0,/c/i/cintamani619_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Die Fünf Buddhas",,,"Product Info Column",,230.0000,0,"Die Fünf Buddhas",/c/i/cintamani619_7.jpg,,,,,1,5,,,"2015-04-07 14:51:51",die-funf-buddhas,die-funf-buddhas.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,"Buddhas/Transzendente Buddhas",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:06",,,,,"Amitabha teilvergoldete Kupferstatue 12,5cm",,,,0,/2/0/2007_amitabha2_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Amitabha teilvergoldete Kupferstatue 12,5cm",,,"Product Info Column",,129.0000,0,"Amitabha teilvergoldete Kupferstatue 12,5cm",/2/0/2007_amitabha2_7.jpg,,,,,1,5,,,"2015-04-07 14:51:51",amitabha-teilvergoldete-kupferstatue-12-5cm,amitabha-teilvergoldete-kupferstatue-12-5cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,"Buddhas/Amitabha ",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:06",,,,,"Amitabha Stele Kupferstatue 26cm",,,,0,/0/2/02007shakyacustele_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Amitabha Stele Kupferstatue 26cm",,,"Product Info Column",,199.0000,0,"Amitabha Stele Kupferstatue 26cm",/0/2/02007shakyacustele_7.jpg,,,,,1,5,,,"2015-04-07 14:51:51",amitabha-stele-kupferstatue-26cm,amitabha-stele-kupferstatue-26cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,"Buddhas/Amitabha ",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:06",,,,,"Amitabha teilvergoldete Kupferstatue 8cm",,,,0,/2/0/2007_amitabha_1_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Amitabha teilvergoldete Kupferstatue 8cm",,,"Product Info Column",,49.0000,0,"Amitabha teilvergoldete Kupferstatue 8cm",/2/0/2007_amitabha_1_7.jpg,,,,,1,5,,,"2015-04-07 14:51:51",amitabha-teilvergoldete-kupferstatue-8cm,amitabha-teilvergoldete-kupferstatue-8cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,"Buddhas/Amitabha ",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:06",,,,,"Amitabha Kupferstatue 8cm",,,,0,/2/0/2007_amitabha_3_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Amitabha Kupferstatue 8cm",,,"Product Info Column",,39.9999,0,"Amitabha Kupferstatue 8cm",/2/0/2007_amitabha_3_7.jpg,,,,,1,5,,,"2015-04-07 14:51:51",amitabha-kupferstatue-8cm,amitabha-kupferstatue-8cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,"Buddhas/Amitabha ",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:06",,,,,"Amitabha  Gießstatue 12,5cm",,,,0,/2/0/2007_g3_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Amitabha  Gießstatue 12,5cm",,,"Product Info Column",,19.5001,0,"Amitabha  Gießstatue 12,5cm",/2/0/2007_g3_7.jpg,,,,,1,5,,,"2015-04-07 14:51:51",amitabha-giessstatue-12-5cm,amitabha-giessstatue-12-5cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,"Buddhas/Amitabha ",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:06",,,,,"Amitabha  Kupferstatue Stele 43cm
Die Stele des Amitabha hat am unteren Sockel nicht
einen Pfau als Begleittier sondern Löwen. Dies wird 
auf die große Beliebtheit von Amitabha zurückgeführt,
da ein Löwe ein Ausdruck von Macht ist.
Der Aura hat eine wunderschöne 3 Dimensionale
Gestaltung",,,,0,/c/i/cintamani332_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Amitabha  Kupferstatue Stele 43cm",,,"Product Info Column",,699.0001,0,"Amitabha  Kupferstatue Stele 43cm",/c/i/cintamani332_7.jpg,,,,,2,5,/c/i/cintamani332_7.jpg,,"2015-04-07 14:51:51",amitabha-kupferstatue-stele-43cm,amitabha-kupferstatue-stele-43cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/c/i/cintamani332_7.jpg,,1,0
,,,,"Buddhas/Amitabha ",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:06",,,,,"Diese Statue hat als Besonderheit die 5 Transzendenten Buddhas in seiner Krone eingearbeitet.",,,,0,/c/i/cintamani368_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Amitabha  Kupferstatue  40cm",,,"Product Info Column",,598.9999,0,"Amitabha  Kupferstatue  40cm",/c/i/cintamani368_7.jpg,,,,,2,5,/c/i/cintamani368_7.jpg,,"2015-04-07 14:51:51",amitabha-kupferstatue-40cm,amitabha-kupferstatue-40cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/c/i/cintamani368_7.jpg,,1,0
,,,,"Buddhas/Amitabha ",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:06",,,,,"Vairocana Kupferstatue 8cm",,,,0,/2/0/2007_variocana_3_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Vairocana Kupferstatue 8cm",,,"Product Info Column",,39.9999,0,"Vairocana Kupferstatue 8cm",/2/0/2007_variocana_3_7.jpg,,,,,1,5,,,"2015-04-07 14:51:51",vairocana-kupferstatue-8cm,vairocana-kupferstatue-8cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,"Buddhas/Vairocana ",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:06",,,,,"Vairocana teilvergoldete Kupferstatue 8cm",,,,0,/2/0/2007_vairocana_1_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Vairocana teilvergoldete Kupferstatue 8cm",,,"Product Info Column",,49.0000,0,"Vairocana teilvergoldete Kupferstatue 8cm",/2/0/2007_vairocana_1_7.jpg,,,,,1,5,,,"2015-04-07 14:51:51",vairocana-teilvergoldete-kupferstatue-8cm,vairocana-teilvergoldete-kupferstatue-8cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,"Buddhas/Vairocana ",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:06",,,,,"Auf dem Bild sind 4 verschiedene Größen des Happy Buddhas abgebildet, verkauft wird in diesem Fall der 12 cm hohe Hotei. abgebildet sind die Größen 5, 6, 8 und 12 cm.",,,,0,/c/i/cintamani617_15.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Happy Buddha sitzt 12cm",,,"Product Info Column",,39.0000,0,"Happy Buddha sitzt 12cm",/c/i/cintamani617_15.jpg,,,,,1,5,,,"2015-04-07 14:51:51",happy-buddha-sitzt-12cm,happy-buddha-sitzt-12cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,"Buddhas/Happy Buddha",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,Default,simple,Buddhas,Shop,base,,,,"2015-04-07 10:14:06",,,,,"Der Silberanteil ist 90%.Das Gewicht der Statue ist 83 Gramm, das bedeutet der Wert des Materials beträgt schon ca. 90 Euro.( Preisbasis 100 g. Silber 120 Euro) Außerdem sollte berücksichtigt werden, dass die Verarbeitung von einer Silberstatue viel aufwendiger ist.",,,,0,/2/0/2007_silb1_7.jpg,,,,,,,,,"Konfiguration benützen","Konfiguration benützen","Vairocana Silberstatue 5cm",,,"Product Info Column",,200.0000,0,"Vairocana Silberstatue 5cm",/2/0/2007_silb1_7.jpg,,,,,1,5,,,"2015-04-07 14:51:51",vairocana-silberstatue-5cm,vairocana-silberstatue-5cm.html,4,10.0000,1.0000,0.0000,1,0,0,1,10.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,"Buddhas/Vairocana ",Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
